level 1	level 2	level 3
Joe DiMeo is 22 years old. He comes from New Jersey, US. He has a car crash in 2018. The car crash is very bad. Fire burns 80% of Joe´s body. Fire burns Joe´s lips and eyelids . Joe does not have fingers. The man is in a coma for more than three months. When somebody is in a coma, it seems that he is sleeping. It takes a long time to wake up. When Joe wakes up from the coma, he starts to exercise a little. Doctors transplant Joe´s face and hands. It means that they give him a face and hands that belong to somebody else. The surgery lasts 23 hours. It is the first successful surgery in the world. Joe is happy. He says that there is always a reason to be happy.	In 2018, a 22-year-old named Joe DiMeo from New Jersey, US, had a serious car crash. Joe suffered burns on more than 80% of his body. His lips and eyelids were burned, and doctors had to amputate his fingers. Joe spent more than three months in a coma . When he woke up, he started to exercise a little. Joe underwent a surgery during which doctors transplanted his face and hands. Both body parts came from the same person, and it was the first such surgery in the world which was successful. It took place in New York and a team of 140 people worked for 23 hours. After the surgery, Joe said that there was always a reason to be happy.	A 22-year-old man from New Jersey, US, has undergone the world´s first face and double hand transplant. In 2018, Joe DiMeo was severely burned in a horrific car crash, suffering burns on over 80%    of his body. He had extensive injuries, including amputated fingertips, facial scarring, and no lips and eyelids. He was in a coma for three and a half months, and then he spent a month waking up and trying to exercise a little. The reconstructive plastic surgery was carried out by a team of 140 staff at a hospital in New York, and it took 23 hours. It included transplanting both hands and the full face of a single donor simultaneously and it marked the first successful combination transplant case of its kind. After the surgery, DiMeo said that there were always a thousand ways to be sad about something, but there were always a million ways to be happy.
Qingdao City is in the east of China. People there buy beer in plastic bags. It is a local custom . Almost every street shop sells beer like this. People drink the beer from the bag with a straw . You can also make a hole in the bag and use a glass.	People in Qingdao City in the east of China buy beer in plastic bags, as it is a local custom . Almost every street shop has a beer barrel and sterilised plastic bags. You can drink the beer from the bag with a straw or make a hole and pour the beer into a glass. The beer does not contain much alcohol at only 3.5%, and it is quite cheap, too. One pint of the beer costs 1.5 Chinese yuan, which is around 24 cents. People do not sell it by the pint, however, as they weigh it instead.	Buying beer in plastic bags is a local custom in east China’s Qingdao City where almost every streets shop is equipped with Tsingdao beer barrels and sterilised plastic bags. The 3.5% fresh beer is sold by the pound and weighted to prevent gaseous volume manipulation . One pint of the beer costs 1.5 Chinese yuan which corresponds to approximately 24 cents. The custom is hardly to die out in the city where people drink it straight from the bag with a straw or pour it into a glass from a hole in the bag.
This happens near Frankfurt. Frankfurt is in Germany. A man comes to a cinema. He has a gun and a mask . He takes hostages . Police come to the cinema. They shoot the man. He dies. We do not know his name. We do not know his motive . The other people are fine.	A masked man took hostages at a cinema south of Frankfurt in Germany. He was holding a gun, probably a rifle . A meeting between the police and the perpetrator happened in the cinema. The police shot the man and he later died. He was the only one who died that day. His identity and motive of the attack are not known.	The aftermath of a hostage situation in Germany: armed police patrol the area while emergency medics stand down. Today could have been much worse. Earlier, a masked man took hostages at a cinema south of Frankfurt, holding what’s thought to have been a rifle , but the situation was short-lived. “It came to a meeting between police and the perpetrator in the cinema. The operational forces made use of firearms, the perpetrator was injured and succumbed  to his injuries.” There was only one casualty of today’s attack – the gunman himself. His identity, or indeed motive for the attack, is not yet known. “There were hostages or hostage-taking you can call it. The hostage-taking of course called for the challenging of the perpetrator, to constrain the person somehow. It’s not to my knowledge right now, if that actually took place or if the people were only held in the building by the perpetrator. I cannot say anything about the hostage-taking right now or the direct impact of the perpetrator or police injuries – I am aware of nothing.”
This news is about a hurricane. People give it a name. They call it “Patricia”. The hurricane is very strong. Its winds  blow at 241 kilometres per hour. The latest location of the hurricane is 362 kilometres from Mexico. People in Mexico are getting ready for the hurricane.	Hurricane Patricia is expected to be the strongest hurricane recorded in the western hemisphere . The maximum winds of the hurricane reached speeds of about 241 kilometres per hour. The latest location of the hurricane was 362 kilometres from Mexico. Mexican and American officials are telling people in parts of Mexico to prepare for the hurricane.	Despite the idyllic scenery, there’s a hurricane on the way, and it’s expected to be the strongest hurricane recorded in the western hemisphere. “Potentially catastrophic”, is how Hurricane Patricia is being described. The storm became a hurricane overnight, and had maximum sustained winds of about 150 miles per hour (241 kilometres per hour). Mexico’s national water commission reported it has strengthened to a Category 5 storm. Patricia was last located about 225 miles (362 kilometres) south of the port of Manzanillo, where a hurricane warning has been issued . A Miami-based hurricane centre said the storm could gain more strength before making landfall this evening. Mexican officials and the United States government are urging people to stay away from beaches, rough seas and to take shelter. Mexican emergency services have begun to prepare shelters and warned people in the states of Colima, Jalisco and Michoacan to get ready for torrential rainfalls.
A competition takes place in England. This competition is over 100 years old. It is quite popular. People throw black puddings at this competition. They try to hit a target. Black pudding is from Scotland. It is made of pig’s blood and fat. Not everybody likes it. Some people hate it. The winner is a 63 year-old man. He is happy to win.	The World Black Pudding Throwing Championship took place last Sunday in England. The contest is more than 100 years old and it is still quite popular. Black pudding is a made of pig’s blood, fat and some intestines . One man at the event said that it is disgusting , and that the best thing to do with it, is to throw it away. And that’s exactly what they did! The competitors had to stand on a golden grid block and try to hit the target. The winner was a 63 year-old man.	The World Black Pudding Throwing Championships took over a street in Lancashire on Sunday as competitors showed off their skills. Yes, that’s right, a bunch of people gathered together in a small English village to throw a pudding made up of congealed pig’s blood, fat and some intestines . Lovely ! “Black puddings, absolutely disgusting I wouldn’t have one out of choice. The best thing you can do with one is throw it away .” And that’s exactly what they did. In order to take part competitors must stand on a golden grid block and hurl the black pudding into the air with the hope of knocking as many Yorkshire puddings off a pedestal as possible. Surprisingly, it’s quite a popular contest and has been running for over 100 years, and this year’s winner is pretty thrilled about it. “I can’t believe it. I’m 63 years old and I must be one of the oldest World Champions about, so I just can’t believe it.” But who knows what could happen to the future of the competition. Black puddings are traditionally a Scottish dish and the country is voting on a referendum for independence in the next few days.
This news is about a girl. She is from England. She wants to be an organ donor . If she dies, her organs are donated to people who need them. She is healthy. She suddenly dies. Her parents are in a difficult situation. They do not want to donate her organs. However, they respect her wishes. They donate her organs in the end. The girl’s organs help eight people. Five of them are children. A part of her liver goes to a boy. He is just five years old. He lives because of the girl’s donation.	Back in 2012, a 13-year-old girl from England decided to become an organ donor in case of her death. She was perfectly healthy, but she suddenly died just weeks after her decision . It was very hard for her parents to respect her wish. The thought of donating their little girl’s organs made them feel ill. However, they did respect her decision. Her organs (the heart, pancreas, lungs, kidneys, small bowel and liver) were donated to a record eight people. Five children were among them. A five-year-old boy received part of her liver, and he lives because of her brave decision.	Thirteen-year-old Jemima Layzell from England decided to become an organ donor in case of her death. She told her mother, not ever thinking it was going to happen. In 2012, only weeks later after her decision, Jemima suddenly died from a brain aneurysm . Respecting their daughter’s wish was very difficult for her parents. They admitted the thought of donating Jemima’s organs made them feel quite ill, calling the donation ‘ incredibly  invasive ’. Despite their reluctance , they respected her wish. Her organs (the heart, pancreas, lungs, kidneys, small bowel and liver) were donated to a record eight people, including five children. A five-year-old boy received part of Jemima’s liver, which saved his life. His mother plans to meet the brave girl’s parents to thank them in person.
Here is some news from Vietnam. People play badminton at the Badminton Open. It takes place at a stadium. There are fans at the stadium. They see that there is something wrong with the roof . They tell the players. The players leave the courts . The roof falls down. Luckily, everyone is already gone. Everyone is fine. The stadium is closed. People repair it.	Players and fans at the Vietnam Badminton Open had a narrow escape after the roof of the sports centre collapsed . It fell on one of the courts . Luckily, the players were not at the courts when the roof fell. Fans alerted them to the danger. Nobody was injured. People closed the sports center for repairs and now they investigate the incident.	Players and fans had a narrow escape at the Vietnam Grand Prix Badminton Open on Tuesday, after the roof of the sports centre, where the competition was being held, collapsed. Luckily, the players who would have been competing under the collapsed area were alerted to the impending danger by spectators and left the arena in time to escape injury. According to reports, no one was injured. Onlookers watched in shock as the ceiling collapsed bringing down ceiling panels, a steel frame, electrical wires and air conditioning vents . The organisers later decided to change the venue , and the Phan Dinh Phung Sports Complex was closed for repairs. The incident is now being investigated.
The West attacked Iraq. The West said that Iraq had  weapons of mass destruction . However, this was not true. The West was wrong. It was a mistake. Tony Blair was the Prime Minister of Britain when this happened. CNN interviews him. CNN is a Western TV channel. Blair talks about the Iraq war. He talks about the mistakes in the war. Blair says that he is sorry.	Tony Blair admitted that the 2003 Iraq invasion played a role in the rise of the Islamic State. In an interview with CNN, he also apologised for mistakes made in the war. The excuse for the Iraq invasion was that there was information that Iraq had weapons of mass destruction. Blair said that the information was false, and he expressed his regret . There is an investigation about the Iraq war. Soon, people will publish the results.	Tony Blair has acknowledged that the 2003 Iraq invasion played a role in the rise of the Islamic State militant group. In an interview with CNN, the former prime minister also apologised for mistakes made in respect to the war. Mr Blair expressed regret over false intelligence suggesting the country had weapons of mass destruction, which was used as a justification for the action. He also admitted that those who removed Saddam Hussein, do bear some responsibility for the current situation in Iraq. But he said it was hard to apologise for removing the former leader as the country may have degenerated into civil war, much like Syria. Critics say the US decision to disband Saddam Hussein’s army after the invasion created a huge security vacuum exploited by al Qaeda, eventually replaced by Islamic State. Mr Blair’s comments come shortly before Sir John Chilcot is set to announce a timetable for completion of an investigation into the war. The six-year public inquiry into the conflict is yet to publish its findings. Family members of soldiers killed in the Iraq war have threatened legal action if it is not released soon.
This news is about an old woman. She is 100 years old. She loves to do dangerous things. She skydives , for example. She raises money by skydiving. She gives the money to people. When she turns 100, she celebrates. She gets inside a cage . The cage then goes underwater. There are sharks in the water. This is called “shark cage diving”.	This news is about a 100 year-old granny who loves doing dangerous things. For example, she skydives to raise money. She used this money to buy life jackets for volunteers at the National Sea Rescue Institute in South Africa. She’s an awesome granny, isn’t she? To celebrate her 100th birthday, she climbed into a cage. People then put the cage underwater in an area with many sharks. If you are interested in trying this, this activity is called “shark cage diving ”!	It’s not exactly what you’d expect a grandparent to do to mark their 100th birthday, but daredevil Georgina Harwood isn’t like other grannies. She celebrated her 100th year by plunging into shark-infested waters. Just off the South African coast on Monday, Georgina sported a full body diving suit and climbed into a submerged cage to see the sharks underwater. “Wonderful! Wonerful!” “I don’t know where to look!” “Were you happy to see a shark?” “Yes!” “I’ve got some water for you, Granny.” “The experience of a lifetime!” Not only did she take part in the daring dive – two days before, Georgina jumped out of a plane in a tandem skydive. And that wasn’t even her first jump. Since turning 92, she’s taken part in three skydives. Georgina, who planned a number of activities to celebrate her centenary , was skydiving to raise money to buy life jackets for volunteers at the National Sea Rescue Institute in South Africa.
Do you like pizza? If your answer is “yes”, this news is for you! This news is from Russia. A pizza restaurant delivers pizzas by drones! People really like this. When the first drone comes, they are happy. The drones can fly 25 miles per hour (40 kilometres per hour). A Russian company makes the drones. The drones will be used in one city. People can sell you things. Then drones will come to you to bring them.	A pizza chain in Russia began to deliver its pizzas by drones. The first drone delivery was met with applause . The drone deliveries will be used for active sales in the city. When somebody wants to buy something, the salesman will send for a drone. A Russian company developed the drones. It says that the drones can fly at a speed of up to 25 miles per hour (40 kilometres per hour).	A pizza chain in the north of Russia began pizza deliveries by drone on Saturday. The first chopper  drone delivery was met with applause by witnesses in the Syktyvkar’s main square. Initially , drone deliveries will be used for active sales in the city parks, beaches and universities by salesmen who will take an order and request a drone to arrive. The chopper drones involved in the pizza delivery were developed by a Russian company, who says they can fly at a speed of up to 25 miles per hour (40 kilometres per hour). The company plans to eliminate any human input in the pizza delivery very soon.
There is a new law in Hong Kong in April. This law does not pass . Politicians only talk about it. However, the law makes a lot of people angry. They start to protest. In June, a million people protest. Carrie Lam is the leader of Hong Kong. The protests make her suspend the law. However, people are still protesting. They want the law to be withdrawn . Recently, Lam withdraws the law.	In April, politicians introduced a law in Hong Kong that would let China extradite suspects from Hong Kong. This started months of anti-government protests in the city. In June, more than a million people protested, and Carrie Lam, the leader of Hong Kong, suspended the law. However, this did not stop the protests. People wanted her to withdraw the law, and this month she did.	Back in April, politicians introduced a law which would allow China to extradite suspects from Hong Kong. The law started months of anti-government protests in the city. After more than a million people turned out to march against the law in June, Hong Kong leader Carrie Lam suspended the law. She said that the law would die in 2020, but that didn’t stop the protesters. People still wanted her to formally withdraw the law. Now, Lam fully withdrew the law. However, nobody knows if the demonstrations will stop. Protesters are also calling for democratic reforms, and they want to know if the police hurt some of the demonstrators.
Volodymyr Zelenskiy is a Ukrainian actor. He plays a popular TV character . The character talks about corruption . He becomes the Ukrainian president on the show. The actor Zelenskiy uses this popularity. He talks about corruption in real life. He runs for president in real life. He wins in real life. His opponent is Petro Poroshenko. Zelenskiy gets 73 per cent of votes . Poroshenko only gets 23 per cent.	In Ukraine, presidential elections recently happened. The two finalists were Volodymyr Zelenskiy and Petro Poroshenko, the country’s current president. Zelenskiy collected 73 per cent of the final vote and Poroshenko only 24 per cent. Zelenskiy, the winner, is a political newcomer. Before he entered politics, he was an actor best known for playing the country’s fictional president on a popular TV series. His TV character won the office after he went on an extremely popular anti-corruption rant . Zelenskiy used his popularity from the show, and he ran a real-life political campaign with the main focus onfighting corruption. Poroshenko’s campaign, on the other hand, was strongly anti-Russian and nationalistic. The new president is not pro-Russian, but Poroshenko thinks that because he has no experience in politics, it will be easy for Russia to manipulate him. Russia said that things can get better between Ukraine and Russia, but Putin’s office said that it is still too early.	Political newcomer Volodymyr Zelenskiy won in the Ukrainian presidential elections, garnering 73 per cent of the final vote to Petro Poroshenko’s 24 per cent. Before Zelenskiy entered politics, he was an actor best known for playing the country’s fictional president on a popular TV series. His TV character won the office accidentally after he went on an extremely popular anti-corruption rant . Zelenskiy leveraged his popularity from the show, and he ran a real-life political campaign focused on fighting corruption. Poroshenko’s campaign, on the other hand, was strongly anti-Russian and nationalistic. The new president is not pro-Russian, but Poroshenko argued that he has no experience, so it will be easy for Russia to manipulate him. Russia said that there may be an improvement of relations between Ukraine and Russia, although Putin’s office says that it is still too early to talk about cooperation. Regardless, Ukraine’s parliament is dominated by Poroshenko’s supporters, and elections are not scheduled to happen until October, so Zelenskiy probably cannot do much right away.
El Niño storms hit Chile. Big waves hit the coast . The waves are five metres big. People must close some roads. A wave hits a car. It turns the car over. The water moves it. The passengers are fine. Other people help them.	El Niño storms hit Chile. Five-meter waves battered the coast and people had to close oceanfront roads. There was a video of a civil defence car which a wave knocked over and pushed. People ran to help the passengers who were not hurt. The waves are the biggest in the region since 2003.	Waves measuring as high as 5 meters or 16 feet battered the coast of Chile over the weekend, as powerful El Niño storms wreaked  havoc in the South American country. In the coastal resort town of Viña del Mar, the passengers of this civil defence SUV were lucky to escape with their lives after a giant wave knocked the vehicle over and dragged it through the water. Footage aired by Chile’s TBN network shows how passers-by ran to the aid of the SUV’s occupants and helped them to get out. Elsewhere, Chilean officials were forced to shut oceanfront roads and to fly red flags on beaches to stop people from swimming. The massive waves, which are reportedly the biggest in this region since 2003, damaged cars and toppled street lamps.
In Taiwan, thousands of protesters come together. They do this three times in seven days. They are protesting for a tax reform . A group organises the protests. It tries to change taxes in Taiwan for years. The ‘yellow vest’ protests happen in France. These protests give people in Taiwan hope. The French protests stop the government from raising a gas tax. People in Sweden, Israel, and Belgium also have similar protests. People are not sure if there can be changes in Taiwan.	In Taiwan, thousands of protesters came together for a tax reform for the 3 rd time in seven days. An activist group organised the protests, and its work on tax reform started years ago. The ‘yellow vest’ protests in France inspired the group to try again. The French protests stopped the government from raising a gas tax. People in Sweden, Israel, and Belgium also held similar protests. In Taiwan, it is not known if the protests will change anything.	In Taiwan, protesters were taking to the streets for a tax reform for the 3 rd time in seven days with thousands of people gathering in Taipei. An activist group called the Tax and Legal Reform League organised the protests. The group has been working on this issue for years, and the ‘yellow vest’ protests in France inspired it to try again. The French protests stopped the government from raising a gas tax until 2020, and the government also increased minimum wages and other economic reforms . People in Sweden, Israel, and Belgium also held similar protests. In Taiwan, it is unclear if the protests will change anything.
In Jordan, there is a law. This law says that rapists can marry their victims . When a rapist marries his victim, he is not punished for the rape. In three years, 159 rapists marry their victims. Some people think that the law helps the victims. Other people do not like the law. They want the law to stop. One part of the Jordan government wants to stop the law. However, the law is not yet stopped. People must wait. Another part of the government must want to stop it, too. Jordan’s king must want to stop it, as well.	In Jordan, there was a law that allowed rapists to marry their victims. This was a way to get out of punishment, and the government said that 159 rapists took advantage of the legal loophole from 2010 to 2013. Some lawmakers said that victims needed the law to avoid social stigma , but politicians decided to stop the loopholes. Their decision, however, needs to be ratified by Jordan’s king and the upper house .	In Jordan, a law called Article 308 allowed rapists to marry their victims as a way to avoid punishment, and the Ministry of Justice said that 159 rapists took advantage of the legal  loophole from 2010 to 2013. A woman from the Supreme Council for Jordanian Women Forum asked how could a woman be forced to live with her rapist, pointing out that a rapist takes away the woman’s honour, dignity and life. Some lawmakers argued that victims needed the law to avoid social stigma , but the politicians in the lower house decided to get rid of all the loopholes. Now the politicians in the upper  house , as well as Jordan’s king, need to ratify the decision.
Hotels in New York are expensive. People want to visit New York, but they do not have enough money. One man knows this. He offers cheap accommodation . It costs only 40 dollars a night. You do not stay in a hotel. You stay in a taxi. There is a bed in the taxi. However, there is no bathroom. You must use a restaurant bathroom. People like this type of accommodation. The taxi is in the city centre. It is only three stops from Times Square, and only one stop from Grand Central Station. You also have a great view of Manhattan.	Travelling to New York City can be expensive, but one entrepreneur can cut your accommodation costs dramatically. His customers can sleep in the back of a taxi cab for only 40 dollars a night! The taxi is in the city centre – only three stops from Times Square and one stop from Grand Central Station. People who try it also have a great view of Manhattan. The so-called “rolling rooms” already attracted a lot of attention from tourists. There is, however, one little problem. There is no bathroom in the taxi, but the customers can use the bathroom of some restaurants.	Travelling to New York City can be expensive, but a new venture has managed to cut the cost of accommodation dramatically. For less than 40 dollars a night, tourists on a tight budget can enjoy million dollar views of Manhattan from the back of a taxi cab! Entrepreneur Jonathan Powley recently started offering vans and New York taxi cabs as overnight rentals on Airbnb. Each of the vehicles has been converted to accommodate a large bed and a fan. There obviously is no room for a bathroom in a cab, but Powley has made a list of restaurants in the area that let his guests use theirs. The so-called “rolling rooms” have already attracted plenty of attention from tourists seeking a central location without a big-city price tag – you’re only one stop from Grand Central Station, and three stops from Times Square in less than 10 minutes. The business owner said that he thinks, ‘People that do it are just the type that want to try something different.’
Michael Jackson was a singer. He was the King of Pop. He died in 2009. He was 50 years old. He died because of a drug overdose . In California, he had a home. He called it the “Neverland Ranch”. He bought it in 1987 for 19.5 million dollars. Now, the house is on sale. You can buy it for 100 million dollars.	Michael Jackson, the King of Pop, died in 2009 at the age of 50. It was only months after he announced his plans for a 50-concert show. An overdose was the cause of his death. In California, Michael Jackson’s home was the “Neverland Ranch”. He bought it in 1987 for 19.5 million dollars. There was even an amusement park and a zoo at the ranch. Neither of those are still there, but you can buy the ranch for 100 million dollars.	The price tag on Michael Jackson’s old home is certainly a thriller . His Neverland Ranch in California has gone on sale for 100 million dollars. Now called “Sycamore Valley Ranch”, it no longer features an amusement park or petting zoo . That means you won’t find Bubbles the chimpanzee, but there is still one llama at the property in Santa Barbara. The estate spans 2,700 acres and was home to the King of Pop for fifteen years. Jackson purchased the ranch in 1987 for 19.5 million dollars. But after financial troubles, he handed over the title to the ranch in 2008 to investment company Colony Capital LLC which held his $23 million loan on the property. Jackson died from an overdose at the age of 50 in 2009, just months after announcing plans for a residency show of 50 concerts at London’s O2 Arena. The renovated property features 22 structures, including a six-bedroom main house complete with attached staff quarters , a four-bedroom guesthouse and another two-bedroom guesthouse. There is also a tennis court, basketball court, swimming pool and a 50-seat movie theatre. The train tracks and station built by Jackson still stand, as does the iconic floral clock spelling out “Neverland”.
A British astronaut is in space. He films videos. He shows people how to do things in space. For example, he shows people how to make coffee. He also shows people how to use the toilet. The space toilet is not like your normal toilet. It has a fan and you pee in a tube . The fan moves the air and the pee into the tube. Do not forget to turn on the fan! If you forget, the pee flies around you.	A British astronaut films videos in space. He recently showed us how astronauts make coffee, and now, how they use the toilet. Space toilets must have fans . You turn the fan on, you pee in a tube, and the pee goes down the tube . If you forget to turn on the fan, the pee flies around!	Have you ever wondered how astronauts go to the loo in space? Thankfully, British astronaut Tim Peake has explained. He shows that there is a tube which you pee in, and its fan keeps everything going down the pipe. You go number two the same way.
Trump recognises Jerusalem as Israel’s capital. He tells his government to move the American embassy from Tel Aviv to Jerusalem. Trump makes some people angry. People worry that this new situation can make things worse in the region. People protest in Jerusalem. The Israeli police try to bring them under control.	On December 6th, Trump recognised Jerusalem as Israel’s capital. Then he instructed his government to move the US embassy from Tel Aviv to the Holy City . Some people are angry at Trump. They say that this can hurt the peace process in the region. People protested at the Damascus Gate, a famous sight in Jerusalem. Israeli police were there to subdue the angry protesters.	On December 6th, Trump broke decades of US foreign policy by recognising Jerusalem as Israel’s capital, and by instructing his state department to move the US embassy from Tel Aviv to the Holy City . The recognition has provoked anger across the globe and many people worry that Trump undermined the fragile peace process in the region. Crowds angered by America’s decision chanted slogans in support of Palestinian claims over Jerusalem at the Damascus Gate, which is one of the main entrances to the Old City of Jerusalem. Israeli forces attempted to subdue the protesters.
This news is from the Russian Arctic. A polar bear comes to a village. The people trap her under a house. They need help. They call the  military . A helicopter flies to the village. It takes the bear to a town. The bear goes on a plane there. It flies to Moscow. It is going to the city zoo. Polar bears are called white bears in Russia. They live in the Arctic. They are in danger. Their habitat is changing.	A young polar bear strayed into a village in the Russian Arctic. Locals trapped her underneath a house and called the defence ministry. A military aircraft travelled to the island to rescue the polar bear. She travelled by a helicopter to a town in Russia’s Far East, and then people took her on a plane to Moscow. She is going to the city zoo. Polar bears are called white bears in Russia. They live in the Arctic. They are a vulnerable species because of their changing natural home.	Polar bears aren’t usually found in villages but a female one, who was just seven months old, strayed into a village on the northern border of Russia and the country’s defence ministry had to come and help. Prior to their arrival, locals trapped the bear, which is the world’s largest carnivore, underneath a house. A military aircraft travelled to the island in the Russian Arctic to rescue the polar bear before people took her to the Moscow Zoo. The cub had a long journey to get there – first she travelled by a helicopter to a town in Russia’s Far East before going on a plane to the capital. Polar bears are called white bears in Russia and they are native to the Arctic. People consider them a vulnerable species with changes to their habitat by climate change considered their biggest threat .
This news is from Tijuana. Tijuana is a Mexican city. It is at the border with the USA. Some people build a tunnel there. The tunnel leads to the USA. The tunnel is not finished. It is a drug- smuggling tunnel. Mexican police find the tunnel. In April, they found two more tunnels. There are many tunnels from Mexico to the USA. The border is 322 kilometres long. From 2005 to 2015, police found 75 tunnels.	Mexican police discovered an unfinished drug- smuggling tunnel in Tijuana. It emerges in a building which is just two blocks from Mexico’s border with the USA. This tunnel is the third found tunnel in the area since April when police discovered two other tunnels. Illegal tunnels are relatively common along the 322 kilometre-long Mexico-US border. In the last ten years, police found more than 75 tunnels.	Mexican authorities have discovered an unfinished drug-smuggling tunnel just two blocks from the country’s border with the United States. This tunnel, which emerges in a building belonging to an import/export company in Tijuana, is the third such tunnel found in this area since April when two others were discovered. Illegal tunnels like these are relatively common along the 2,000 mile (322 kilometres) Mexico-US border and over the past decade alone, more than 75 have been found. The latest discovery is the first since Mexican cartel boss Joaquin “Chapo” Guzman used a tunnel to escape from a maximum security prison in July. Last week, a Mexican judge temporarily  suspended an extradition request for Chapo from the United States where he’s wanted on criminal charges, including cocaine smuggling and money laundering .
A man is driving in the city. The maximum speed in the city is 60 km per hour. He goes 80 km per hour. A policeman stops the man. The policeman comes to the car. The man opens the window. “Good afternoon,” says the policeman. “You went very fast. You will pay 50 euros.” “I know,” says the man. He is not happy but he gives the money to the policeman. “This is your ticket,” says the policeman. “I don’t need a ticket. What will I do with the ticket?” says the man. “Keep the ticket. When you get four tickets, you will get a bicycle.” www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.	A man is driving in the city. The maximum speed in the city is 60 km per hour. He goes 80 km per hour. He is stopped by a policeman. The policeman comes to the man. The man pulls down the window. “Good afternoon,” says the policeman. “You were going too fast. You will pay 50 euros.” “I know,” says the man. He is unhappy but he gives the money to the policeman. “This is your receipt,” says the policeman. “I don’t need a receipt. What will I do with it?” says the man. “Keep it. When you get four receipts, you will get a bicycle.” www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.	A man is driving in the city. He ignores the speed limit which is 60 km per hour. He goes at 80 km per hour. He is stopped by a policeman. The policeman walks up to the car. The man pulls down his window. “Good afternoon,” says the officer. “You were speeding. It’s gonna be 50 euros.” “I know,” says the man unhappily and gives the money to the policeman. “This is your receipt,” says the policeman. “I don’t need a receipt. What am I gonna do with it?” says the man. “Keep it. When you get four of them, you will get a bicycle.” www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.
The capital of Belgium is Brussels. There are three explosions in Brussels. Two happen at an airport. One is at a metro station. The metro station is close to the EU buildings. The explosions are suicide attacks . People film the situation. They put their videos online. People evacuate the airport. Planes stop flying. People close the metro. The terror  threat in Belgium goes to maximum level.	There were three explosions in Brussels, Belgium. Two of them were at the airport and the third was at a metro station close to the EU buildings. Some Belgium media reported that a suicide attack caused the airport explosions. People also heard gunfire before the explosions. People filmed the moments after the explosions and shared them online. People evacuated the airport and cancelled flights. They closed the metro system in Brussels. Brussels went into lockdown . The government raised the terror threat in Belgium  to maximum level.	Three explosions in Belgium have been reported: two in Zaventem Airport and a third at a metro station close to the EU buildings in Brussels. Footage shows people running away from the departures as smoke can clearly be seen rising from the airport building. Some Belgium media have reported that the airport explosions were caused by a suicide attack, and there are reports of gunfire heard at the airport before the blast . The aftermath of the explosion has been captured and shared online. The Belgium fire service told the local media there were multiple fatalities and casualties and figures are expected to rise. Flights have been cancelled at the airport, which has been evacuated. Images of smoke coming from the Brussels metro station have also been circulating on social media. The metro system in Brussels has been closed as the city goes into lockdown, and the terror threat in Belgium has been raised to maximum level 4 across the country following the blasts. They come just four days after the capture in Brussels of Salah Abdeslam, the main suspect in the Paris attacks in November.
Reunion Island is small. It is in the Indian Ocean. It is 600 kilometres from Madagascar. Something washes up on the island. It is two-metres long. It is part of a plane. It is from a Boeing 777 This part may be from the lost Malaysia Airlines flight MH370”. The plane got lost in March, 2014. The plane was flying from Kuala Lumpur to Beijing. Two hundred and thirty-nine people were on that plane. Experts look at the part. They may give us some information soon.	Reunion Island is a small island about 600 kilometres east of Madagascar. A two-metre piece of debris washed up on the island. Experts say that it looks like a wing component from a Boeing 777. We do not yet know if the piece of debris is from the missing Malaysia Airlines flight MH370, but no other Boeing 777 disappeared in the area. French and Malaysian experts are investigating the piece which may give us some information. The Malaysian Airlines plane was travelling from Kuala Lumpur to Beijing. This journey normally takes six hours, but the plane lost connection with the ground and disappeared.	Could this unknown piece of material lead to answers? French investigators are looking into what appears to be debris from a plane that has washed up on Reunion Island. Aviation experts have said the debris looks like a wing component from a 777 plane known as a flaperon. It’s too early to suggest it may be from the missing Malaysia Airlines flight MH370. That flight is believed to have crashed into the Indian Ocean and has been missing since March last year. There have been other plane crashes much closer to Reunion, but flight MH370 is the only Boeing 777 to have disappeared in the area. The Malaysian Airlines plane was traveling from Kuala Lumpur to Beijing with 239 people on board. The journey should have taken six hours and lost connection with air traffic controllers mid-flight. The two-metre-long piece of wreckage washed up on the island about 370 miles (595 kilometres) east of Madagascar. Malaysian officials have sent a team to the islandsto work alongside French air transport officials to examine whether the wreckage discovered is from the missing Malaysian Airlines flights. As time goes on, this piece of wreckage could help explain what happened in one of the biggest mysteries in aviation history.
